disease,symptom
外阴神经鞘瘤,结节
外阴神经鞘瘤,外阴皮肤肿胀
外阴神经鞘瘤,外阴肿胀
外阴神经鞘瘤,外阴压痛
外阴乳头状瘤,外阴压痛
外阴乳头状瘤,外阴肿胀
外阴乳头状瘤,结节性硬化
外阴乳头状瘤,外阴皮肤肿胀
外阴乳头状瘤,乳头样增生变化
外阴假上皮瘤样增生,外阴痛
外阴假上皮瘤样增生,外阴瘙痒
外阴假上皮瘤样增生,瘙痒
外阴假上皮瘤样增生,色素异常
外阴假上皮瘤样增生,外阴皮肤肿胀
外阴象皮肿,外阴皮肤肿胀
外阴象皮肿,外阴痛
外阴象皮肿,外阴瘙痒
外阴象皮肿,溃疡
外阴表皮样囊肿,外阴皮肤肿胀
外阴表皮样囊肿,囊肿
围绝经期前后的外阴,绝经期面红
围绝经期前后的外阴,外阴皮肤肿胀
围绝经期前后的外阴,外阴白斑
围绝经期前后的外阴,阴唇融合
围绝经期前后的外阴,外阴痛
围绝经期功能失调性,阴道出血
围绝经期功能失调性,淋巴结肿大
围绝经期功能失调性,异常出血
围绝经期功能失调性,口唇苍白
围绝经期功能失调性,绝经期面红
胃肠道癌转移卵巢,贫血
胃肠道癌转移卵巢,腹部肿块
胃肠道癌转移卵巢,腹痛
胃肠道癌转移卵巢,呕血与黑便
胃肠道癌转移卵巢,腹水
外阴黑色素瘤,褪黑色素增多
外阴黑色素瘤,色素沉着与色素减退
外阴黑色素瘤,色素性皮损
外阴黑色素瘤,外阴瘙痒
外阴黑色素瘤,头痛
外阴恶性颗粒细胞瘤,外阴肿胀
外阴恶性颗粒细胞瘤,外阴压痛
外阴恶性颗粒细胞瘤,结节
外阴脂肪肉瘤,外阴痛
外阴脂肪肉瘤,消瘦
外阴脂肪肉瘤,外阴肿胀
外阴隆凸性皮肤纤维,外阴痛
外阴隆凸性皮肤纤维,溃疡
外阴隆凸性皮肤纤维,外阴压痛
外阴隆凸性皮肤纤维,外阴肿胀
外阴横纹肌肉瘤,肌肉硬结
外阴横纹肌肉瘤,外阴痛
小儿黄水疮,丘疹
小儿黄水疮,多形红斑样皮疹
小儿黄水疮,化脓结痂
小儿黄水疮,盘状红斑
小儿黄水疮,黄色发亮结痂
血管内皮瘤,身痛
血管内皮瘤,发热
血管内皮瘤,病灶
血管内皮瘤,涩脉
血管内皮瘤,沉脉
胆道出血,胃慢性出血
胆道出血,出血倾向
胆道出血,黄疸
胆道出血,呕血与黑便
胆道出血,发热
单纯性下肢静脉曲张,周围组织灌注不良
单纯性下肢静脉曲张,静脉曲张性溃疡
单纯性下肢静脉曲张,皮下组织硬结
单纯性下肢静脉曲张,溃疡
单纯性下肢静脉曲张,肌性肌无力
垂体前叶机能减退症,水中毒昏迷
垂体前叶机能减退症,消瘦
垂体前叶机能减退症,毛发异常
垂体前叶机能减退症,闭经
垂体前叶机能减退症,色素异常
高渗性非酮症性糖尿,舌质红绛
高渗性非酮症性糖尿,餐后血糖高
高渗性非酮症性糖尿,脱水
高渗性非酮症性糖尿,多饮
高渗性非酮症性糖尿,酮症酸中毒
感染性休克,猝死
感染性休克,心脏震颤
感染性休克,恶心与呕吐
感染性休克,呼吸异常
感染性休克,感觉障碍
继发性甲状旁腺功能,甲状旁腺功能亢进
继发性甲状旁腺功能,肾性骨质软化
继发性甲状旁腺功能,低镁血症
继发性甲状旁腺功能,低钙血症
继发性甲状旁腺功能,血中钙离子过高
急性呼吸窘迫综合征,抬肩以助呼吸
急性呼吸窘迫综合征,液体平衡失调
急性呼吸窘迫综合征,呼吸暂停样现象
急性呼吸窘迫综合征,肺含水量增加
急性呼吸窘迫综合征,呼吸异常
急性白血病,鼻子颜色苍白
急性白血病,皮肤黏膜紫斑
急性白血病,胸骨后不适
急性白血病,淋巴道转移
急性白血病,刷牙出血
淋巴水肿,皮下组织水肿
淋巴水肿,淋巴发育不全
淋巴水肿,弥漫性鼓音
淋巴水肿,上肢水肿
淋巴水肿,新生儿全身水肿
荨麻疹性血管炎,血管壁及周围有Ig及补体沉着
荨麻疹性血管炎,红晕
荨麻疹性血管炎,血管增生
荨麻疹性血管炎,血管壁及周围有Ig及补体沉着
荨麻疹性血管炎,皮肤划线处的风团样损害
葡萄球菌性烫伤样皮,发热
葡萄球菌性烫伤样皮,溃疡
葡萄球菌性烫伤样皮,腹泻
葡萄球菌性烫伤样皮,烫伤
葡萄球菌性烫伤样皮,疤痕形成
失血性休克,低颅压综合征
失血性休克,血液呈现浓缩
失血性休克,肺动脉楔压（PCWP）降低
失血性休克,心包破损伤
失血性休克,心排血量减少
神经鞘瘤,结节
神经鞘瘤,声音嘶哑
神经鞘瘤,胸大肌外侧缘处如花生米大小的肿块
小阴茎,睾丸微小
小阴茎,阴茎短
小阴茎,无睾丸
小阴茎,阴茎异常
小阴茎,性发育慢
小舞蹈病,齿轮样强直
小舞蹈病, 舞蹈病样动作
小舞蹈病,大脑性共济失调
小舞蹈病,摇头转颈
小舞蹈病,舞蹈样手足徐动
小脑扁桃体下疝,发育性畸形
小脑扁桃体下疝,腭部可见小出血点
小脑扁桃体下疝,小脑体征
小脑扁桃体下疝,去大脑强直
小脑扁桃体下疝,小脑功能损害
小儿支原体肺炎,胸腔积液
小儿支原体肺炎,胸痛
小儿支原体肺炎,咳嗽
小儿支原体肺炎,食欲异常
小儿支原体肺炎,头痛
小儿哮喘,小支气管粘膜水肿
小儿哮喘,小支气管平滑肌挛缩
小儿哮喘,喉鸣声
小儿哮喘,呼吸道狭窄
小儿哮喘,爆裂音
小儿原发性肾病综合,腹水
小儿原发性肾病综合,胸腔积液
小儿原发性肾病综合,腹泻
小儿原发性肾病综合,高血压
小儿原发性肾病综合,阴囊肿大
小儿消化性溃疡,小肠内的低pH
小儿消化性溃疡,食物在胃的通过障碍
小儿消化性溃疡,溃疡龛影
小儿消化性溃疡,消化性溃疡
小儿消化性溃疡,肠粘膜有坏死溃疡
小儿先天性巨结肠,小儿便秘
小儿先天性巨结肠,营养不良
小儿先天性巨结肠,胃肠气胀
小儿先天性巨结肠,腹泻
小儿先天性巨结肠,食欲异常
小儿时期常见的呕吐,恶心
小儿时期常见的呕吐,生长滞缓
小儿时期常见的呕吐,呃逆
小儿时期常见的呕吐,胃食管反流症状
小儿时期常见的呕吐,恶心与呕吐
小儿烧伤,角膜烧伤
小儿烧伤,伤口愈合发痒
小儿烧伤,脱水
小儿烧伤,腹痛
小儿烧伤,肺含水量增加
小儿缺铁性贫血,失血过多后贫血
小儿缺铁性贫血,血虚
小儿缺铁性贫血,重度贫血
小儿缺铁性贫血,急性贫血
小儿缺铁性贫血,血气坏败
小儿尿感,腹痛
小儿尿感,恶心与呕吐
小儿尿感,腹泻
小儿尿感,血尿
小儿尿感,尿失禁与遗尿
小儿慢性肾功能衰竭,新生儿少吃
小儿慢性肾功能衰竭,舌淡体胖
小儿慢性肾功能衰竭,肾小球滤过率下降
小儿慢性肾功能衰竭,局限性肾坏死
小儿慢性肾功能衰竭,肾衰竭
小儿流行性感冒,鼻屎多
小儿流行性感冒,腰背痛
小儿流行性感冒,身痛
小儿流行性感冒,腹痛
小儿流行性感冒,恶心与呕吐
小儿金黄色葡萄球菌,纤毛清除功能障碍
小儿金黄色葡萄球菌,肺火
小儿金黄色葡萄球菌,婴儿睡觉不踏实
小儿金黄色葡萄球菌,呻吟
小儿金黄色葡萄球菌,小儿哭闹不安
小儿结核病,烦热
小儿结核病,全身衰竭
小儿结核病,婴儿睡觉出汗
小儿结核病,婴儿睡觉不踏实
小儿结核病,儿童不敢平卧睡觉
小儿急性胰腺炎,高钙血症
小儿急性胰腺炎,腹痛
小儿急性胰腺炎,恶心与呕吐
小儿急性胰腺炎,腹泻
小儿急性胰腺炎,休克
小儿急性肾功能衰竭,局限性肾坏死
小儿急性肾功能衰竭,舌淡体胖
小儿急性肾功能衰竭,肾小球滤过率下降
小儿急性肾功能衰竭,肾衰竭
小儿急性肾功能衰竭,腰部钝痛
小儿感冒,鼻屎多
小儿感冒,胸痛
小儿感冒,恶心与呕吐
小儿感冒,啰音
小儿感冒,咳嗽
小儿过敏性紫瘢,血管增生
小儿过敏性紫瘢,血管壁及周围有Ig及补体沉着
小儿过敏性紫瘢,特禀体质
小儿过敏性紫瘢,全身过敏反应
小儿过敏性紫瘢,全身过敏和发热皮疹关节痛
小儿高血压,头胀
小儿高血压,伴高血压
小儿高血压,颈性高血压
小儿高血压,肋膜腔积水
小儿高血压,头昏眼花
小儿风湿热,消瘦
小儿风湿热,高热
小儿风湿热,发热伴关节肿痛
小儿风湿热,烦热
小儿风湿热,关节疼痛
小肠肿瘤,重度痛
小肠肿瘤,实脉
小肠肿瘤,腹部肿块
小肠肿瘤,腹痛
小肠肿瘤,呕血与黑便
消化系癌伴血液病综,眩晕
消化系癌伴血液病综,疲劳
消化系癌伴血液病综,头痛
消化系癌伴血液病综,消化道狭窄
消化系癌伴血液病综,食物在胃的通过障碍
霰粒肿,眼痛
霰粒肿,眼球不能随意动
霰粒肿,霰粒肿
霰粒肿,皮肤粘连
霰粒肿,睑结膜充血露出黄色脓块
腺泡状软组织肉瘤,身痛
腺泡状软组织肉瘤,发热
腺泡状软组织肉瘤,局部软组织浸润
腺泡细胞癌,淋巴道转移
腺泡细胞癌,腹腔种植
腺泡细胞癌,瘤体坚硬
腺泡细胞癌,进行性消瘦
腺泡细胞癌,癌性发热
腺淋巴瘤,囊肿
腺淋巴瘤,结节
腺淋巴瘤,腮腺区肿大
腺淋巴瘤,发热伴淋巴结肿大、并伴触痛
腺淋巴瘤,韦氏环
腺病毒肺炎,双肺的吸气爆裂音
腺病毒肺炎,肺通气一血流比例失调
腺病毒肺炎,呼气困难
腺病毒肺炎,两肺毛玻璃样粟粒样或结节样改变
腺病毒肺炎,基因融合
涎腺囊肿,囊肿
涎腺囊肿,溃疡
涎腺囊肿,颌下腺肿大
涎腺囊肿,黏液囊肿
涎腺囊肿,囊肿样改变
涎腺结核,粟粒性结核
涎腺结核,颌下腺肿大
涎腺结核,腮腺区肿大
涎腺结核,烦热
涎腺混合瘤,溃疡
涎腺混合瘤,结节
涎腺混合瘤,颌下腺肿大
涎腺的未分化癌,淋巴道转移
涎腺的未分化癌,瘤体坚硬
涎腺的未分化癌,癌性发热
涎腺的未分化癌,进行性消瘦
涎腺的未分化癌,恶病质
涎腺病毒病,腮腺区肿大
涎腺病毒病,肝肿大
涎腺病毒病,发热
涎腺病毒病,基因融合
涎腺癌,溃疡
涎腺癌,淋巴结肿大
涎石病,囊肿
涎石病,发热
涎石病,颌下腺肿大
涎瘘,皮窦道
涎瘘,腮腺区肿大
纤维软骨间质瘤,儿童骨缺损
纤维软骨间质瘤,身痛
纤维软骨间质瘤,发热
纤维肉瘤,身痛
纤维肉瘤,发热
纤维瘤病,胸大肌外侧缘处如花生米大小的肿块
纤维瘤病,面部血管纤维瘤
纤维瘤病,囊肿
纤维瘤病,结节
纤维瘤病,寒冷刺激下皮损表面出现皱缩
纤维肌痛综合症,肌肉酸痛
纤维肌痛综合症,痛阈降低
纤维肌痛综合症,中度痛
纤维肌痛综合症,血象异常
纤维肌痛综合症,肌痛
先天性椎体畸形,颅面骨畸形
先天性椎体畸形,发育性畸形
先天性椎体畸形,腰背酸痛
先天性椎体畸形,体型异常
先天性主动脉缩窄,猝死
先天性主动脉缩窄,肝肿大
先天性主动脉缩窄,心脏增大
先天性主动脉缩窄,呼吸异常
先天性主动脉缩窄,咳嗽
先天性主动脉弓畸形,长段升主动脉发育不全
先天性主动脉弓畸形,新生儿心力衰竭
先天性主动脉弓畸形,心脏排血受阻
先天性主动脉弓畸形,主动脉弓右位
先天性主动脉弓畸形,发育性畸形
先天性主动脉瓣上狭,心脏排血受阻
先天性主动脉瓣上狭,肋膜腔积水
先天性主动脉瓣上狭,主动脉瓣上膈膜型狭窄
先天性主动脉瓣上狭,长段升主动脉发育不全
先天性主动脉瓣上狭,升主动脉根部环状缩窄
先天性主动脉瓣窦动,收缩期震颤
先天性主动脉瓣窦动,猝死
先天性主动脉瓣窦动,腹痛
先天性主动脉瓣窦动,胸痛
先天性主动脉瓣窦动,呼吸异常
先天性肘关节融合,体型异常
先天性肘关节融合,肘关节畸形
先天性直肠与周围脏,脏器变小
先天性直肠与周围脏,尿道瘘
先天性直肠与周围脏,呕血与黑便
先天性直肠与周围脏,便血
先天性直肠与周围脏,便秘
先天性仰趾外翻足,体型异常
先天性仰趾外翻足,仰趾外翻
先天性仰趾外翻足,足外翻
先天性仰趾外翻足,并指（趾）畸形
先天性仰趾外翻足,多指（趾）畸形
先天性胸腺发育不全,胸骨隆凸
先天性胸腺发育不全,胸骨裂
先天性胸腺发育不全,胸腺高度萎缩
先天性胸腺发育不全,胸腺缺如
先天性胸腺发育不全,消瘦
先天性小喉,呼吸异常
先天性小喉,吞咽困难
先天性小喉,声门短而窄
先天性小喉,喉头痉挛
先天性小喉,喉头发紧
先天性外展性髋挛缩,阵挛
先天性外展性髋挛缩,异位钙化
先天性外展性髋挛缩,足趾屈曲挛缩
先天性外展性髋挛缩,体型异常
先天性颅锁骨发育不,体型异常
先天性颅锁骨发育不,短头畸形
先天性颅锁骨发育不,先天性骨发育不良
先天性颅锁骨发育不,骨骼停止发育
先天性颅锁骨发育不,牙列拥挤
先天性锁骨假关节,体型异常
先天性视网膜劈裂,眼底点状或火焰状出血
先天性视网膜劈裂,视网膜出血
先天性视网膜劈裂,眼前冒紫烟
先天性视网膜劈裂,眼球不同轴
先天性视网膜劈裂,视网膜Roth斑
先天性食管闭锁,食管闭锁
先天性食管闭锁,胃食管反流症状
先天性食管闭锁,脱水
先天性食管闭锁,恶心与呕吐
先天性食管闭锁,呼吸异常
先天性声门下狭窄,声带麻痹
先天性声门下狭窄,呼吸异常
先天性声门下狭窄,声门水肿
先天性声门下狭窄,声门运动障碍
先天性声带发育不良,声音变低
先天性声带发育不良,失音
先天性声带发育不良,嗓音粗
先天性声带发育不良,声带萎缩
先天性声带发育不良,呼吸异常
先天性桡骨小头脱位,习惯性脱臼
先天性桡骨小头脱位,关节疼痛
先天性桡骨小头脱位,体型异常
先天性全丙种球蛋白,消瘦
先天性梅毒性肝硬化,恶心与呕吐
先天性梅毒性肝硬化,腹痛
先天性梅毒性肝硬化,梅毒恐怖
先天性梅毒性肝硬化,蛙形腹
先天性梅毒性肝硬化,发热
先天性髋内翻,体型异常
先天性髋内翻,髋内翻
先天性髋内翻,髋内翻畸形
先天性胫骨缺如,体型异常
先天性胫骨假关节,胫骨假关节形成
先天性胫骨假关节,体型异常
先天性颈椎齿状突畸,体型异常
先天性颈椎齿状突畸,颈肩痛
先天性颈椎齿状突畸,颈椎分节异常
先天性颈椎齿状突畸,颈部酸痛
先天性颈椎齿状突畸,颈椎变形
先天性肩关节脱位,习惯性脱臼
先天性肩关节脱位,持续性剧烈的肩痛
先天性肩关节脱位,肩关节痛
先天性肩关节脱位,肩周区弥散的钝痛及放射痛
先天性肩关节脱位,肩节后脱位
先天性脊柱侧凸,体型异常
先天性脊柱侧凸,婴儿脊柱侧凸
先天性脊柱侧凸,脊柱骨质改变
先天性脊柱侧凸,脊柱弯曲
先天性脊柱侧凸,腰背酸痛
先天性后鼻孔闭锁,呼吸异常
先天性后鼻孔闭锁,紫绀
先天性后鼻孔闭锁,鼻衄
先天性后鼻孔闭锁,鼻腔不能关闭引起的鼻音
先天性后鼻孔闭锁,婴儿睡觉打鼾
先天性喉蹼,呼吸异常
先天性喉蹼,紫绀
先天性喉蹼,声门短而窄
先天性喉蹼,乳头状肿物
先天性喉裂,失音
先天性喉裂,呼吸异常
先天性喉裂,咳嗽
先天性喉裂,紫绀
先天性喉闭锁,出生后“四凹征”
先天性喉闭锁,声门短而窄
先天性喉闭锁,呼吸异常
先天性喉闭锁,紫绀
先天性膈疝,腹痛
先天性膈疝,胸痛
先天性膈疝,恶心与呕吐
先天性膈疝,咳嗽
先天性膈疝,溃疡
先天性高肩胛症,发育性畸形
先天性高肩胛症,颅面骨畸形
先天性高肩胛症,体型异常
先天性肛门直肠狭窄,肛门或肛管窄小
先天性肛门直肠狭窄,直肠与肛门狭窄
先天性肛门直肠狭窄,胃肠气胀
先天性肛门直肠狭窄,便秘
先天性肛门直肠狭窄,肛门外括约肌断裂
先天性风疹,脾肿大
先天性风疹,肝肿大
先天性风疹,心力衰竭
先天性风疹,心悸
先天性风疹,听力减退
先天性肺囊肿,痰检或可找到丝状蚴
先天性肺囊肿,肺内圆形实质性或囊性肿块
先天性肺囊肿,肺通气一血流比例失调
先天性肺囊肿,叶间裂移位
先天性肺囊肿,咳嗽
先天性二尖瓣畸形,第一心音亢进 
先天性二尖瓣畸形,发育性畸形
先天性二尖瓣畸形,收缩早期喀喇音
先天性二尖瓣畸形,异位性心动过速
先天性二尖瓣畸形,一过性心尖部收缩期杂音
先天性多发性关节挛,足趾屈曲挛缩
先天性多发性关节挛,关节疼痛
先天性多发性关节挛,身痛
先天性多发性关节挛,体型异常
先天性多发性关节挛,异位钙化
先天性动脉导管未闭,腭异常
先天性动脉导管未闭,水冲脉
先天性动脉导管未闭,心血管造影见双球征
先天性动脉导管未闭,动脉导管未闭
先天性动脉导管未闭,舒张期哈气样杂音
先天性动静脉瘘,压迫瘘口试验
先天性动静脉瘘,周围组织灌注不良
先天性动静脉瘘,动作样壁
先天性动静脉瘘,溃疡
先天性动静脉瘘,紫绀
羊胡疮,丘疹
羊胡疮,瘙痒
羊胡疮,瘤细胞浸润
羊胡疮,脓疱性痤疮
单纯性牙周炎,牙齿小且无光泽
单纯性牙周炎,伏脉
单纯性牙周炎,牙列稀疏
单纯性牙周炎,刷牙出血
单纯性牙周炎,热痰口臭
含亚硝酸盐类植物性,头痛
含亚硝酸盐类植物性,头晕
含亚硝酸盐类植物性,腹痛
含亚硝酸盐类植物性,烦躁不安
含亚硝酸盐类植物性,昏迷
脊髓亚急性联合变性,定位神经体征
脊髓亚急性联合变性,高位截瘫
脊髓亚急性联合变性,步态异常
脊髓亚急性联合变性,脊髓半切综合征
脊髓亚急性联合变性,手指末端持续对称性刺痛麻木
急性胰腺炎,上腹及腰背部有“束带感”
急性胰腺炎,括约肌功能障碍
急性胰腺炎,突发性疼痛
急性胰腺炎,胰腺外分泌功能不良  
急性胰腺炎,反射性腰痛
轮状病毒性肠炎,脱水
轮状病毒性肠炎,恶心与呕吐
轮状病毒性肠炎,发热
轮状病毒性肠炎,分泌性腹泻
轮状病毒性肠炎,胃肠粘膜的通透性增高
流行性乙型脑炎,恶心与呕吐
流行性乙型脑炎,头痛
流行性乙型脑炎,发热
流行性乙型脑炎,吞咽困难
流行性乙型脑炎,脑膜刺激征
屈光不正,视力障碍
屈光不正,恶心与呕吐
屈光不正,疲劳
屈光不正,眼部胀痛
